id,transaction_id,version,date,raw_description,amount,vendor_id,service_id,city,state,country,is_expense,gl_code,confidence,method,rule_id,reasoning,review_status,reviewed_by,reviewed_at,source_file,created_at,upload_batch
3278,UPL-211,1,2025-10-30,WAL-MART SUPERCENTERLOGANVILLE          GA,10.93,WALMART,WALMART-SC,Loganville,GA,US,t,6160,High,Rule Match,131,"Deterministic match: Rule R-131 | vendor=WALMART | → GL 6160

Rule Justification: All 10 historical Walmart transactions are classified as GL 6160 (Office Supplies & Expenses). Walmart purchases at this agency cover office supplies, groceries for the office, and general equipment. This covers both Walmart.com (WLMRT-COM) and in-store (WALMART-SC) service IDs.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3279,UPL-212,1,2025-10-29,Amazon Prime        Amazon.com          WA,16.09,AMAZON,AMZN-PRIM,,WA,US,t,6160,High,Rule Match,149,"Deterministic match: Rule R-149 | vendor=AMAZON | → GL 6160

Rule Justification: All 3 historical Amazon (Prime and Amazon.com) transactions are classified as GL 6160 (Office Supplies & Expenses). Amazon Prime membership and Amazon.com purchases support office supply procurement.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3280,UPL-213,1,2025-10-29,KUDOBOARD           DENVER              CO,5.99,KUDOBOARD,,Denver,CO,US,t,6160,High,Rule Match,199,"Deterministic match: Rule R-199 | vendor=KUDOBOARD | → GL 6160

Rule Justification: Historical Kudoboard transactions show a split: 2 coded as GL 6160 (UPL-008 $5.99, UPL-009 $104.30) and 1 coded as GL 6170 (UPL-120 $52.30). The majority pattern is GL 6160 (Office Supplies & Expenses). Kudoboard is a digital greeting card/recognition platform that could be considered an office supply. Note: User may want to review whether team recognition expenses should be 6170 instead.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3281,UPL-214,1,2025-10-29,KUDOBOARD           DENVER              CO,104.30,KUDOBOARD,,Denver,CO,US,t,6160,High,Rule Match,199,"Deterministic match: Rule R-199 | vendor=KUDOBOARD | → GL 6160

Rule Justification: Historical Kudoboard transactions show a split: 2 coded as GL 6160 (UPL-008 $5.99, UPL-009 $104.30) and 1 coded as GL 6170 (UPL-120 $52.30). The majority pattern is GL 6160 (Office Supplies & Expenses). Kudoboard is a digital greeting card/recognition platform that could be considered an office supply. Note: User may want to review whether team recognition expenses should be 6170 instead.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3282,UPL-215,1,2025-10-27,AUTOPAY PAYMENT - THANK YOU,-1995.54,,,,,,f,,,Unclassifiable,,Non-expense transaction: credit card payment,Approved,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3283,UPL-216,1,2025-10-25,INSURANCEXDATE.COM  WILMINGTON          DE,750.00,INSXDATE,INSXDATE,Wilmington,DE,US,t,5030,High,Rule Match,146,"Deterministic match: Rule R-146 | vendor=INSXDATE | → GL 5030

Rule Justification: All 4 historical InsuranceXDate transactions are classified as GL 5030 (Marketing & Advertising). InsuranceXDate is a lead generation service for insurance agencies, fitting the marketing/lead generation category.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3284,UPL-217,1,2025-10-24,DD *DOORDASH MCDONALSAN FRANCISCO       CA,31.06,DOORDASH,DD-MCDNLD,San Francisco,CA,US,t,6170,High,Rule Match,130,"Deterministic match: Rule R-130 | vendor=DOORDASH | → GL 6170

Rule Justification: All historical DoorDash transactions (10/10) are classified as GL 6170 (Travel Meals Entertainment - Admin). DoorDash is a food delivery service used for employee meals. This covers all DoorDash service variants (DD-MCDNLD, DD-CHIPOT, DD-BANDAB, DD-CHILIS, DD-LOSARI, DD-MIGUEL, DD-LUNAGR, DD-STREET, etc.).",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3285,UPL-218,1,2025-10-24,MDC*WALTON EMC MDC=WMONROE              GA,224.61,WALTONEMC,,Monroe,GA,US,t,6260,High,Rule Match,139,"Deterministic match: Rule R-139 | vendor=WALTONEMC | → GL 6260

Rule Justification: All 4 historical Walton EMC transactions are classified as GL 6260 (Utilities). Walton EMC is an electric membership corporation — an electric utility provider.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3286,UPL-219,1,2025-10-24,WALMART.COM         WALMART.COM         AR,111.69,WALMART,WLMRT-COM,,AR,US,t,6160,High,Rule Match,131,"Deterministic match: Rule R-131 | vendor=WALMART | → GL 6160

Rule Justification: All 10 historical Walmart transactions are classified as GL 6160 (Office Supplies & Expenses). Walmart purchases at this agency cover office supplies, groceries for the office, and general equipment. This covers both Walmart.com (WLMRT-COM) and in-store (WALMART-SC) service IDs.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3287,UPL-220,1,2025-10-24,WALMART.COM 80092562BENTONVILLE         AR,2.05,WALMART,WLMRT-COM,Bentonville,AR,US,t,6160,High,Rule Match,131,"Deterministic match: Rule R-131 | vendor=WALMART | → GL 6160

Rule Justification: All 10 historical Walmart transactions are classified as GL 6160 (Office Supplies & Expenses). Walmart purchases at this agency cover office supplies, groceries for the office, and general equipment. This covers both Walmart.com (WLMRT-COM) and in-store (WALMART-SC) service IDs.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3288,UPL-221,1,2025-10-23,WALMART.COM         WALMART.COM         AR,138.09,WALMART,WLMRT-COM,,AR,US,t,6160,High,Rule Match,131,"Deterministic match: Rule R-131 | vendor=WALMART | → GL 6160

Rule Justification: All 10 historical Walmart transactions are classified as GL 6160 (Office Supplies & Expenses). Walmart purchases at this agency cover office supplies, groceries for the office, and general equipment. This covers both Walmart.com (WLMRT-COM) and in-store (WALMART-SC) service IDs.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3289,UPL-222,1,2025-10-21,AMERICAS PROFESSOR 8MISSOULA            MT,199.00,AMPROF,,Missoula,MT,US,t,6180,High,Rule Match,170,"Deterministic match: Rule R-170 | vendor=AMPROF | → GL 6180

Rule Justification: The one historical Americas Professor transaction (UPL-018, $199.00) is classified as GL 6180 (Education & Training). This is a professional development/course provider.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3290,UPL-223,1,2025-10-21,City BBQ Sandy SprinSANDY SPRINGS       GA,29.05,CITYBBQ,,SANDY SPRINGS,GA,US,t,6170,High,Rule Match,179,"Deterministic match: Rule R-179 | vendor=CITYBBQ | → GL 6170

Rule Justification: The one historical City BBQ transaction (UPL-017, $29.05) is classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meals.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3291,UPL-224,1,2025-10-21,GOOGLE *ADS336008342CC@GOOGLE.COM       CA,500.00,GOOGL,GOOGL-ADS,,CA,US,t,5030,High,Rule Match,132,"Deterministic match: Rule R-132 | vendor=GOOGL | service=GOOGL-ADS | → GL 5030

Rule Justification: All historical Google Ads transactions (8/8) are classified as GL 5030 (Marketing & Advertising). Google Ads is a core marketing/lead generation channel for the insurance agency.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3292,UPL-225,1,2025-10-21,MICROSOFT           MSBILL.INFO,9.99,MSFT,,,,US,t,6200,High,Rule Match,144,"Deterministic match: Rule R-144 | vendor=MSFT | → GL 6200

Rule Justification: All 3 historical MSFT (MICROSOFT MSBILL.INFO at $9.99) transactions are classified as GL 6200 (Computer Internet & Software). This is a smaller Microsoft software subscription.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3293,UPL-226,1,2025-10-20,AUTOPAY PAYMENT - THANK YOU,-3154.89,,,,,,f,,,Unclassifiable,,Non-expense transaction: credit card payment,Approved,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3294,UPL-227,1,2025-10-18,USECANOPY.COM       BEAVERTON           OR,250.00,CANOPY,,Beaverton,OR,US,t,6200,High,Rule Match,142,"Deterministic match: Rule R-142 | vendor=CANOPY | → GL 6200

Rule Justification: All 4 historical Canopy (usecanopy.com) transactions are classified as GL 6200 (Computer Internet & Software). Canopy is a practice management software platform, consistent with software subscriptions at $250/month.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3295,UPL-228,1,2025-10-17,A1010BUSD01         MSBILL.INFO,175.00,MICROSOFT,MSFT-BILL,,,US,t,6200,High,Rule Match,143,"Deterministic match: Rule R-143 | vendor=MICROSOFT | → GL 6200

Rule Justification: All 4 historical Microsoft (A1010BUSD01 MSBILL.INFO) transactions are classified as GL 6200 (Computer Internet & Software). These are Microsoft 365 business subscription fees.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3296,UPL-229,1,2025-10-17,DD *DOORDASH CHIPOTLSAN FRANCISCO       CA,30.09,DOORDASH,DD-CHIPOT,San Francisco,CA,US,t,6170,High,Rule Match,130,"Deterministic match: Rule R-130 | vendor=DOORDASH | → GL 6170

Rule Justification: All historical DoorDash transactions (10/10) are classified as GL 6170 (Travel Meals Entertainment - Admin). DoorDash is a food delivery service used for employee meals. This covers all DoorDash service variants (DD-MCDNLD, DD-CHIPOT, DD-BANDAB, DD-CHILIS, DD-LOSARI, DD-MIGUEL, DD-LUNAGR, DD-STREET, etc.).",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3297,UPL-230,1,2025-10-17,DD *DOORDASH MCDONALSAN FRANCISCO       CA,27.02,DOORDASH,DD-MCDNLD,San Francisco,CA,US,t,6170,High,Rule Match,130,"Deterministic match: Rule R-130 | vendor=DOORDASH | → GL 6170

Rule Justification: All historical DoorDash transactions (10/10) are classified as GL 6170 (Travel Meals Entertainment - Admin). DoorDash is a food delivery service used for employee meals. This covers all DoorDash service variants (DD-MCDNLD, DD-CHIPOT, DD-BANDAB, DD-CHILIS, DD-LOSARI, DD-MIGUEL, DD-LUNAGR, DD-STREET, etc.).",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3298,UPL-231,1,2025-10-17,HUEY MAGOOS LOGANVILLOGANVILLE          GA,91.98,HUEYMAGOO,HUEYMAGOO,Loganville,GA,US,t,6170,High,Rule Match,150,"Deterministic match: Rule R-150 | vendor=HUEYMAGOO | → GL 6170

Rule Justification: All 5 historical Huey Magoo's transactions are classified as GL 6170 (Travel Meals Entertainment - Admin). This is a restaurant used for employee meals.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3299,UPL-232,1,2025-10-16,ASCEND PAYMENTS     SAN FRANCISCO       CA,240.00,ASCENDPAY,ASCENDPAY,San Francisco,CA,US,t,6115,High,Rule Match,141,"Deterministic match: Rule R-141 | vendor=ASCENDPAY | → GL 6115

Rule Justification: All 4 historical Ascend Payments transactions are classified as GL 6115 (Outside Services). Ascend Payments is a payment processing platform; the consistent $240/month pattern suggests a contracted outside service.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3300,UPL-233,1,2025-10-16,BETTERMENT BUSINESS NEW YORK            NY,261.53,BETTERMT,BETTERMT-B,New York,NY,US,t,6040,High,Rule Match,152,"Deterministic match: Rule R-152 | vendor=BETTERMT | → GL 6040

Rule Justification: The one historical Betterment transaction (UPL-025, $261.53) is classified as GL 6040 (401K Administration). Betterment Business provides 401K plan administration, as explicitly noted in the GL hierarchy.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3301,UPL-234,1,2025-10-16,WALMART.COM         WALMART.COM         AR,162.73,WALMART,WLMRT-COM,,AR,US,t,6160,High,Rule Match,131,"Deterministic match: Rule R-131 | vendor=WALMART | → GL 6160

Rule Justification: All 10 historical Walmart transactions are classified as GL 6160 (Office Supplies & Expenses). Walmart purchases at this agency cover office supplies, groceries for the office, and general equipment. This covers both Walmart.com (WLMRT-COM) and in-store (WALMART-SC) service IDs.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3302,UPL-235,1,2025-10-15,RF *RICONO ACCOUNTINNEW YORK            NY,1700.00,RICONO,,New York,NY,US,t,6100,High,Rule Match,135,"Deterministic match: Rule R-135 | vendor=RICONO | → GL 6100

Rule Justification: All 4 historical Ricono Accounting transactions are classified as GL 6100 (Accounting). Ricono is explicitly listed in the GL hierarchy description for accounting services.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3303,UPL-236,1,2025-10-14,AMAZON MARKEPLACE NA PA,40.26,AMZN,AMZN-MKTPL,,PA,US,t,6160,High,Rule Match,148,"Deterministic match: Rule R-148 | vendor=AMZN | → GL 6160

Rule Justification: All 5 historical Amazon Marketplace transactions are classified as GL 6160 (Office Supplies & Expenses). Amazon Marketplace orders are used for office supplies and equipment, as explicitly noted in the GL hierarchy.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3304,UPL-237,1,2025-10-14,AMAZON.COM          AMZN.COM/BILL       WA,50.00,AMAZON,AMAZON-COM,,WA,US,t,6160,High,Rule Match,149,"Deterministic match: Rule R-149 | vendor=AMAZON | → GL 6160

Rule Justification: All 3 historical Amazon (Prime and Amazon.com) transactions are classified as GL 6160 (Office Supplies & Expenses). Amazon Prime membership and Amazon.com purchases support office supply procurement.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3305,UPL-238,1,2025-10-14,BLACK RIFLE COFFEE  SALT LAKE CITY      UT,20.39,BLKRIFLE,,SALT LAKE CITY,UT,US,t,6170,High,Rule Match,160,"Deterministic match: Rule R-160 | vendor=BLKRIFLE | → GL 6170

Rule Justification: Both historical Black Rifle Coffee transactions are classified as GL 6170 (Travel Meals Entertainment - Admin). Coffee purchases for employee consumption.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3306,UPL-239,1,2025-10-14,IDEMIA I&S USA      844-321-2124        MA,51.99,IDEMIA,IDEMIA,,MA,US,t,6115,High,Rule Match,173,"Deterministic match: Rule R-173 | vendor=IDEMIA | → GL 6115

Rule Justification: The one historical IDEMIA transaction (UPL-029, $51.99) is classified as GL 6115 (Outside Services). IDEMIA provides identity and security services (fingerprinting, background checks for licensing).",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3307,UPL-240,1,2025-10-14,OPENAI *CHATGPT SUBSSAN FRANCISCO       CA,20.00,OPENAI,OPENAI-GPT,San Francisco,CA,US,t,6200,High,Rule Match,134,"Deterministic match: Rule R-134 | vendor=OPENAI | → GL 6200

Rule Justification: All 6 historical OpenAI/ChatGPT transactions are classified as GL 6200 (Computer Internet & Software). OpenAI ChatGPT subscriptions are software subscriptions.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3308,UPL-241,1,2025-10-13,AMAZON MARKEPLACE NA PA,31.78,AMZN,AMZN-MKTPL,,PA,US,t,6160,High,Rule Match,148,"Deterministic match: Rule R-148 | vendor=AMZN | → GL 6160

Rule Justification: All 5 historical Amazon Marketplace transactions are classified as GL 6160 (Office Supplies & Expenses). Amazon Marketplace orders are used for office supplies and equipment, as explicitly noted in the GL hierarchy.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3309,UPL-242,1,2025-10-13,AUTOPAY PAYMENT - THANK YOU,-3210.65,,,,,,f,,,Unclassifiable,,Non-expense transaction: credit card payment,Approved,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3310,UPL-243,1,2025-10-13,POPSHELF #23151 0000LOGANVILLE          GA,2.12,POPSHELF,,Loganville,GA,US,t,6160,High,Rule Match,164,"Deterministic match: Rule R-164 | vendor=POPSHELF | → GL 6160

Rule Justification: Both historical Popshelf transactions are classified as GL 6160 (Office Supplies & Expenses). Popshelf is a discount retail store used for office supply purchases.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3311,UPL-244,1,2025-10-10,DD *DOORDASH CHIPOTLSAN FRANCISCO       CA,28.63,DOORDASH,DD-CHIPOT,San Francisco,CA,US,t,6170,High,Rule Match,130,"Deterministic match: Rule R-130 | vendor=DOORDASH | → GL 6170

Rule Justification: All historical DoorDash transactions (10/10) are classified as GL 6170 (Travel Meals Entertainment - Admin). DoorDash is a food delivery service used for employee meals. This covers all DoorDash service variants (DD-MCDNLD, DD-CHIPOT, DD-BANDAB, DD-CHILIS, DD-LOSARI, DD-MIGUEL, DD-LUNAGR, DD-STREET, etc.).",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3312,UPL-245,1,2025-10-10,DD *DOORDASH MCDONALSAN FRANCISCO       CA,28.02,DOORDASH,DD-MCDNLD,San Francisco,CA,US,t,6170,High,Rule Match,130,"Deterministic match: Rule R-130 | vendor=DOORDASH | → GL 6170

Rule Justification: All historical DoorDash transactions (10/10) are classified as GL 6170 (Travel Meals Entertainment - Admin). DoorDash is a food delivery service used for employee meals. This covers all DoorDash service variants (DD-MCDNLD, DD-CHIPOT, DD-BANDAB, DD-CHILIS, DD-LOSARI, DD-MIGUEL, DD-LUNAGR, DD-STREET, etc.).",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3313,UPL-246,1,2025-10-10,GOOGLE *ADS336008342CC@GOOGLE.COM       CA,500.00,GOOGL,GOOGL-ADS,,CA,US,t,5030,High,Rule Match,132,"Deterministic match: Rule R-132 | vendor=GOOGL | service=GOOGL-ADS | → GL 5030

Rule Justification: All historical Google Ads transactions (8/8) are classified as GL 5030 (Marketing & Advertising). Google Ads is a core marketing/lead generation channel for the insurance agency.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3314,UPL-247,1,2025-10-10,INSURANCEXDATE.COM  WILMINGTON          DE,250.00,INSXDATE,INSXDATE,Wilmington,DE,US,t,5030,High,Rule Match,146,"Deterministic match: Rule R-146 | vendor=INSXDATE | → GL 5030

Rule Justification: All 4 historical InsuranceXDate transactions are classified as GL 5030 (Marketing & Advertising). InsuranceXDate is a lead generation service for insurance agencies, fitting the marketing/lead generation category.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3315,UPL-248,1,2025-10-10,INSURANCEXDATE.COM  WILMINGTON          DE,450.00,INSXDATE,INSXDATE,Wilmington,DE,US,t,5030,High,Rule Match,146,"Deterministic match: Rule R-146 | vendor=INSXDATE | → GL 5030

Rule Justification: All 4 historical InsuranceXDate transactions are classified as GL 5030 (Marketing & Advertising). InsuranceXDate is a lead generation service for insurance agencies, fitting the marketing/lead generation category.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3316,UPL-249,1,2025-10-10,INSURANCEXDATE.COM  WILMINGTON          DE,1100.00,INSXDATE,INSXDATE,Wilmington,DE,US,t,5030,High,Rule Match,146,"Deterministic match: Rule R-146 | vendor=INSXDATE | → GL 5030

Rule Justification: All 4 historical InsuranceXDate transactions are classified as GL 5030 (Marketing & Advertising). InsuranceXDate is a lead generation service for insurance agencies, fitting the marketing/lead generation category.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3317,UPL-250,1,2025-10-10,SUKI 0001           LOGANVILLE          GA,93.00,SUKI,SUKI,Loganville,GA,US,t,6170,High,Rule Match,177,"Deterministic match: Rule R-177 | vendor=SUKI | → GL 6170

Rule Justification: The one historical Suki transaction (UPL-041, $93.00) is classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meals.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3318,UPL-251,1,2025-10-09,AT&T UVERSE PAYMENT 8002882020          TX,160.00,ATT,ATT-UVERSE,,TX,US,t,6250,High,Rule Match,138,"Deterministic match: Rule R-138 | vendor=ATT | → GL 6250

Rule Justification: All 4 historical AT&T transactions are classified as GL 6250 (Telephone). AT&T is explicitly listed in the GL hierarchy description for telephone service.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3319,UPL-252,1,2025-10-09,COMCAST BUSINESS MOB844-963-0206        PA,69.70,COMCAST,COMCAST-BIZ,,PA,US,t,6260,High,Rule Match,140,"Deterministic match: Rule R-140 | vendor=COMCAST | → GL 6260

Rule Justification: 4 out of 5 historical Comcast transactions are classified as GL 6260 (Utilities - electric, cable/TV). One outlier (UPL-137) was coded 6200, but the dominant pattern is 6260 for Comcast business mobile/cable services. The GL hierarchy explicitly includes cable/TV under 6260.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3320,UPL-253,1,2025-10-09,OPENAI *CHATGPT SUBSSAN FRANCISCO       CA,120.00,OPENAI,OPENAI-GPT,San Francisco,CA,US,t,6200,High,Rule Match,134,"Deterministic match: Rule R-134 | vendor=OPENAI | → GL 6200

Rule Justification: All 6 historical OpenAI/ChatGPT transactions are classified as GL 6200 (Computer Internet & Software). OpenAI ChatGPT subscriptions are software subscriptions.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3321,UPL-254,1,2025-10-09,Sircon - STATEINSURA517-381-3860        MI,120.00,SIRCON,SIRCON-INS,,MI,US,t,6120,High,Rule Match,137,"Deterministic match: Rule R-137 | vendor=SIRCON | → GL 6120

Rule Justification: All 5 historical Sircon transactions are classified as GL 6120 (Licenses & Permits). Sircon (Vertafore) provides state insurance licensing and agent registration services, which aligns perfectly with the GL description.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3322,UPL-255,1,2025-10-08,DOLLAR TREE 00000407LOGANVILLE          GA,2.65,DOLLARTREE,,Loganville,GA,US,t,6160,High,Rule Match,165,"Deterministic match: Rule R-165 | vendor=DOLLARTREE | → GL 6160

Rule Justification: The one historical Dollar Tree transaction (UPL-046, $2.65) is classified as GL 6160 (Office Supplies & Expenses). Small office supply purchases.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3323,UPL-256,1,2025-10-08,POPSHELF #23151 0000LOGANVILLE          GA,20.61,POPSHELF,,Loganville,GA,US,t,6160,High,Rule Match,164,"Deterministic match: Rule R-164 | vendor=POPSHELF | → GL 6160

Rule Justification: Both historical Popshelf transactions are classified as GL 6160 (Office Supplies & Expenses). Popshelf is a discount retail store used for office supply purchases.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3324,UPL-257,1,2025-10-07,USPS PO 1252030268 0LOGANVILLE          GA,18.05,USPS,USPS-PO,Loganville,GA,US,t,6140,High,Rule Match,145,"Deterministic match: Rule R-145 | vendor=USPS | → GL 6140

Rule Justification: All 6 historical USPS transactions are classified as GL 6140 (Postage). USPS is explicitly listed in the GL hierarchy description for shipping and mailing costs.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3325,UPL-258,1,2025-10-06,AUTOPAY PAYMENT - THANK YOU,-5462.38,,,,,,f,,,Unclassifiable,,Non-expense transaction: credit card payment,Approved,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3326,UPL-259,1,2025-10-05,AMAZON MARKEPLACE NA PA,21.30,AMZN,AMZN-MKTPL,,PA,US,t,6160,High,Rule Match,148,"Deterministic match: Rule R-148 | vendor=AMZN | → GL 6160

Rule Justification: All 5 historical Amazon Marketplace transactions are classified as GL 6160 (Office Supplies & Expenses). Amazon Marketplace orders are used for office supplies and equipment, as explicitly noted in the GL hierarchy.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3327,UPL-260,1,2025-10-04,GOOGLE *GOOGLE ONE   G.CO/HELPPAY#      CA,249.99,GOOGL,GOOGL-ONE,,CA,US,t,6200,High,Rule Match,133,"Deterministic match: Rule R-133 | vendor=GOOGL | service=GOOGL-ONE | → GL 6200

Rule Justification: The one historical Google One transaction (UPL-146, $124.99) was classified as GL 6200 (Computer Internet & Software). Google One is a cloud storage/subscription service, fitting the software subscriptions category. Note: GL hierarchy also lists Google One under 6130 (Dues & Subscriptions), but historical precedent points to 6200.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3328,UPL-261,1,2025-10-03,CHILI'S 1385 ECOMM 0LOGANVILLE          GA,123.61,CHILIS,CHILIS-EC,Loganville,GA,US,t,6170,High,Rule Match,162,"Deterministic match: Rule R-162 | vendor=CHILIS | → GL 6170

Rule Justification: Both historical Chili's transactions are classified as GL 6170 (Travel Meals Entertainment - Admin). Restaurant meals for employees/team events.",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3329,UPL-262,1,2025-10-03,DD *DOORDASH BANDABUSAN FRANCISCO       CA,24.36,DOORDASH,DD-BANDAB,San Francisco,CA,US,t,6170,High,Rule Match,130,"Deterministic match: Rule R-130 | vendor=DOORDASH | → GL 6170

Rule Justification: All historical DoorDash transactions (10/10) are classified as GL 6170 (Travel Meals Entertainment - Admin). DoorDash is a food delivery service used for employee meals. This covers all DoorDash service variants (DD-MCDNLD, DD-CHIPOT, DD-BANDAB, DD-CHILIS, DD-LOSARI, DD-MIGUEL, DD-LUNAGR, DD-STREET, etc.).",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
3330,UPL-263,1,2025-10-03,DD *DOORDASH MCDONALSAN FRANCISCO       CA,24.51,DOORDASH,DD-MCDNLD,San Francisco,CA,US,t,6170,High,Rule Match,130,"Deterministic match: Rule R-130 | vendor=DOORDASH | → GL 6170

Rule Justification: All historical DoorDash transactions (10/10) are classified as GL 6170 (Travel Meals Entertainment - Admin). DoorDash is a food delivery service used for employee meals. This covers all DoorDash service variants (DD-MCDNLD, DD-CHIPOT, DD-BANDAB, DD-CHILIS, DD-LOSARI, DD-MIGUEL, DD-LUNAGR, DD-STREET, etc.).",Unreviewed,,,classify.csv,2026-03-19 23:20:55.490984,"classify.csv (Mar 19, 2026 7:20 PM)"
